A,B,C
594231,594231,594231
594232,594232,594232
594233,594233,594233
594234,594234,594234
594235,594235,594235
594236,594236,594236
594237,594237,594237
594238,594238,594238
594239,594239,594239
594240,594240,594240
594241,594241,594241
594242,594242,594242
594243,594243,594243
594244,594244,594244
594245,594245,594245
594246,594246,594246
594247,594247,594247
594248,594248,594248
594249,594249,594249
594250,594250,594250
594251,594251,594251
594252,594252,594252
594253,594253,594253
594254,594254,594254
594255,594255,594255
594256,594256,594256
594257,594257,594257
594258,594258,594258
594259,594259,594259
594260,594260,594260
594261,594261,594261
594262,594262,594262
594263,594263,594263
594264,594264,594264
594265,594265,594265
594266,594266,594266
594267,594267,594267
594268,594268,594268
594269,594269,594269
594270,594270,594270
594271,594271,594271
594272,594272,594272
594273,594273,594273
594274,594274,594274
594275,594275,594275
594276,594276,594276
594277,594277,594277
594278,594278,594278
594279,594279,594279
594280,594280,594280
594281,594281,594281
594282,594282,594282
594283,594283,594283
594284,594284,594284
594285,594285,594285
594286,594286,594286
594287,594287,594287
594288,594288,594288
594289,594289,594289
594290,594290,594290
594291,594291,594291
594292,594292,594292
594293,594293,594293
594294,594294,594294
594295,594295,594295
594296,594296,594296
594297,594297,594297
594298,594298,594298
594299,594299,594299
594300,594300,594300
594301,594301,594301
594302,594302,594302
594303,594303,594303
594304,594304,594304
594305,594305,594305
594306,594306,594306
594307,594307,594307
594308,594308,594308
594309,594309,594309
594310,594310,594310
594311,594311,594311
594312,594312,594312
594313,594313,594313
594314,594314,594314
594315,594315,594315
594316,594316,594316
594317,594317,594317
594318,594318,594318
594319,594319,594319
594320,594320,594320
594321,594321,594321
594322,594322,594322
594323,594323,594323
594324,594324,594324
594325,594325,594325
594326,594326,594326
594327,594327,594327
594328,594328,594328
594329,594329,594329
594330,594330,594330
594331,594331,594331
594332,594332,594332
594333,594333,594333
594334,594334,594334
594335,594335,594335
594336,594336,594336
594337,594337,594337
594338,594338,594338
594339,594339,594339
594340,594340,594340
594341,594341,594341
594342,594342,594342
594343,594343,594343
594344,594344,594344
594345,594345,594345
594346,594346,594346
594347,594347,594347
594348,594348,594348
594349,594349,594349
594350,594350,594350
594351,594351,594351
594352,594352,594352
594353,594353,594353
594354,594354,594354
594355,594355,594355
594356,594356,594356
594357,594357,594357
594358,594358,594358
594359,594359,594359
594360,594360,594360
594361,594361,594361
594362,594362,594362
594363,594363,594363
594364,594364,594364
594365,594365,594365
594366,594366,594366
594367,594367,594367
594368,594368,594368
594369,594369,594369
594370,594370,594370
594371,594371,594371
594372,594372,594372
594373,594373,594373
594374,594374,594374
594375,594375,594375
594376,594376,594376
594377,594377,594377
594378,594378,594378
594379,594379,594379
594380,594380,594380
594381,594381,594381
594382,594382,594382
594383,594383,594383
594384,594384,594384
594385,594385,594385
594386,594386,594386
594387,594387,594387
594388,594388,594388
594389,594389,594389
594390,594390,594390
594391,594391,594391
594392,594392,594392
594393,594393,594393
594394,594394,594394
594395,594395,594395
594396,594396,594396
594397,594397,594397
594398,594398,594398
594399,594399,594399
594400,594400,594400
594401,594401,594401
594402,594402,594402
594403,594403,594403
594404,594404,594404
594405,594405,594405
594406,594406,594406
594407,594407,594407
594408,594408,594408
594409,594409,594409
594410,594410,594410
594411,594411,594411
594412,594412,594412
594413,594413,594413
594414,594414,594414
594415,594415,594415
594416,594416,594416
594417,594417,594417
594418,594418,594418
594419,594419,594419
594420,594420,594420
594421,594421,594421
594422,594422,594422
594423,594423,594423
594424,594424,594424
594425,594425,594425
594426,594426,594426
594427,594427,594427
594428,594428,594428
594429,594429,594429
594430,594430,594430
594431,594431,594431
594432,594432,594432
594433,594433,594433
594434,594434,594434
594435,594435,594435
594436,594436,594436
594437,594437,594437
594438,594438,594438
594439,594439,594439
594440,594440,594440
594441,594441,594441
594442,594442,594442
594443,594443,594443
594444,594444,594444
594445,594445,594445
594446,594446,594446
594447,594447,594447
594448,594448,594448
594449,594449,594449
594450,594450,594450
594451,594451,594451
594452,594452,594452
594453,594453,594453
594454,594454,594454
594455,594455,594455
594456,594456,594456
594457,594457,594457
594458,594458,594458
594459,594459,594459
594460,594460,594460
594461,594461,594461
594462,594462,594462
594463,594463,594463
594464,594464,594464
594465,594465,594465
594466,594466,594466
594467,594467,594467
594468,594468,594468
594469,594469,594469
594470,594470,594470
594471,594471,594471
594472,594472,594472
594473,594473,594473
594474,594474,594474
594475,594475,594475
594476,594476,594476
594477,594477,594477
594478,594478,594478
594479,594479,594479
594480,594480,594480
594481,594481,594481
594482,594482,594482
594483,594483,594483
594484,594484,594484
594485,594485,594485
594486,594486,594486
594487,594487,594487
594488,594488,594488
594489,594489,594489
594490,594490,594490
594491,594491,594491
594492,594492,594492
594493,594493,594493
594494,594494,594494
594495,594495,594495
594496,594496,594496
594497,594497,594497
594498,594498,594498
594499,594499,594499
594500,594500,594500
594501,594501,594501
594502,594502,594502
594503,594503,594503
594504,594504,594504
594505,594505,594505
594506,594506,594506
594507,594507,594507
594508,594508,594508
594509,594509,594509
594510,594510,594510
594511,594511,594511
594512,594512,594512
594513,594513,594513
594514,594514,594514
594515,594515,594515
594516,594516,594516
594517,594517,594517
594518,594518,594518
594519,594519,594519
594520,594520,594520
594521,594521,594521
594522,594522,594522
594523,594523,594523
594524,594524,594524
594525,594525,594525
594526,594526,594526
594527,594527,594527
594528,594528,594528
594529,594529,594529
594530,594530,594530
594531,594531,594531
594532,594532,594532
594533,594533,594533
594534,594534,594534
594535,594535,594535
594536,594536,594536
594537,594537,594537
594538,594538,594538
594539,594539,594539
594540,594540,594540
594541,594541,594541
594542,594542,594542
594543,594543,594543
594544,594544,594544
594545,594545,594545
594546,594546,594546
594547,594547,594547
594548,594548,594548
594549,594549,594549
594550,594550,594550
594551,594551,594551
594552,594552,594552
594553,594553,594553
594554,594554,594554
594555,594555,594555
594556,594556,594556
594557,594557,594557
594558,594558,594558
594559,594559,594559
594560,594560,594560
594561,594561,594561
594562,594562,594562
594563,594563,594563
594564,594564,594564
594565,594565,594565
594566,594566,594566
594567,594567,594567
594568,594568,594568
594569,594569,594569
594570,594570,594570
594571,594571,594571
594572,594572,594572
594573,594573,594573
594574,594574,594574
594575,594575,594575
594576,594576,594576
594577,594577,594577
594578,594578,594578
594579,594579,594579
594580,594580,594580
594581,594581,594581
594582,594582,594582
594583,594583,594583
594584,594584,594584
594585,594585,594585
594586,594586,594586
594587,594587,594587
594588,594588,594588
594589,594589,594589
594590,594590,594590
594591,594591,594591
594592,594592,594592
594593,594593,594593
594594,594594,594594
594595,594595,594595
594596,594596,594596
594597,594597,594597
594598,594598,594598
594599,594599,594599
594600,594600,594600
594601,594601,594601
594602,594602,594602
594603,594603,594603
594604,594604,594604
594605,594605,594605
594606,594606,594606
594607,594607,594607
594608,594608,594608
594609,594609,594609
594610,594610,594610
594611,594611,594611
594612,594612,594612
594613,594613,594613
594614,594614,594614
594615,594615,594615
594616,594616,594616
594617,594617,594617
594618,594618,594618
594619,594619,594619
594620,594620,594620
594621,594621,594621
594622,594622,594622
594623,594623,594623
594624,594624,594624
594625,594625,594625
594626,594626,594626
594627,594627,594627
594628,594628,594628
594629,594629,594629
594630,594630,594630
594631,594631,594631
594632,594632,594632
594633,594633,594633
594634,594634,594634
594635,594635,594635
594636,594636,594636
594637,594637,594637
594638,594638,594638
594639,594639,594639
594640,594640,594640
594641,594641,594641
594642,594642,594642
594643,594643,594643
594644,594644,594644
594645,594645,594645
594646,594646,594646
594647,594647,594647
594648,594648,594648
594649,594649,594649
594650,594650,594650
594651,594651,594651
594652,594652,594652
594653,594653,594653
594654,594654,594654
594655,594655,594655
594656,594656,594656
594657,594657,594657
594658,594658,594658
594659,594659,594659
594660,594660,594660
594661,594661,594661
594662,594662,594662
594663,594663,594663
594664,594664,594664
594665,594665,594665
594666,594666,594666
594667,594667,594667
594668,594668,594668
594669,594669,594669
594670,594670,594670
594671,594671,594671
594672,594672,594672
594673,594673,594673
594674,594674,594674
594675,594675,594675
594676,594676,594676
594677,594677,594677
594678,594678,594678
594679,594679,594679
594680,594680,594680
594681,594681,594681
594682,594682,594682
594683,594683,594683
594684,594684,594684
594685,594685,594685
594686,594686,594686
594687,594687,594687
594688,594688,594688
594689,594689,594689
594690,594690,594690
594691,594691,594691
594692,594692,594692
594693,594693,594693
594694,594694,594694
594695,594695,594695
594696,594696,594696
594697,594697,594697
594698,594698,594698
594699,594699,594699
594700,594700,594700
594701,594701,594701
594702,594702,594702
594703,594703,594703
594704,594704,594704
594705,594705,594705
594706,594706,594706
594707,594707,594707
594708,594708,594708
594709,594709,594709
594710,594710,594710
594711,594711,594711
594712,594712,594712
594713,594713,594713
594714,594714,594714
594715,594715,594715
594716,594716,594716
594717,594717,594717
594718,594718,594718
594719,594719,594719
594720,594720,594720
594721,594721,594721
594722,594722,594722
594723,594723,594723
594724,594724,594724
594725,594725,594725
594726,594726,594726
594727,594727,594727
594728,594728,594728
594729,594729,594729
594730,594730,594730
594731,594731,594731
594732,594732,594732
594733,594733,594733
594734,594734,594734
594735,594735,594735
594736,594736,594736
594737,594737,594737
594738,594738,594738
594739,594739,594739
594740,594740,594740
594741,594741,594741
594742,594742,594742
594743,594743,594743
594744,594744,594744
594745,594745,594745
594746,594746,594746
594747,594747,594747
594748,594748,594748
594749,594749,594749
594750,594750,594750
594751,594751,594751
594752,594752,594752
594753,594753,594753
594754,594754,594754
594755,594755,594755
594756,594756,594756
594757,594757,594757
594758,594758,594758
594759,594759,594759
594760,594760,594760
594761,594761,594761
594762,594762,594762
594763,594763,594763
594764,594764,594764
594765,594765,594765
594766,594766,594766
594767,594767,594767
594768,594768,594768
594769,594769,594769
594770,594770,594770
594771,594771,594771
594772,594772,594772
594773,594773,594773
594774,594774,594774
594775,594775,594775
594776,594776,594776
594777,594777,594777
594778,594778,594778
594779,594779,594779
594780,594780,594780
594781,594781,594781
594782,594782,594782
594783,594783,594783
594784,594784,594784
594785,594785,594785
594786,594786,594786
594787,594787,594787
594788,594788,594788
594789,594789,594789
594790,594790,594790
594791,594791,594791
594792,594792,594792
594793,594793,594793
594794,594794,594794
594795,594795,594795
594796,594796,594796
594797,594797,594797
594798,594798,594798
594799,594799,594799
594800,594800,594800
594801,594801,594801
594802,594802,594802
594803,594803,594803
594804,594804,594804
594805,594805,594805
594806,594806,594806
594807,594807,594807
594808,594808,594808
594809,594809,594809
594810,594810,594810
594811,594811,594811
594812,594812,594812
594813,594813,594813
594814,594814,594814
594815,594815,594815
594816,594816,594816
594817,594817,594817
594818,594818,594818
594819,594819,594819
